Latitude,Longitude,Description,Description_encoded,Weapon,Weapon_encoded,HourBin,HourBin_encoded,Inside/Outside,Inside/Outside_encoded
39.3303,-76.54028,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.32113,-76.62221,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.32113,-76.62221,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.26474,-76.64923,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29546,-76.67637,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.33051,-76.70411,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.3464,-76.54151,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31466,-76.59475,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
41.58328,-76.58034,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.28832,-76.61213,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30254,-76.62432,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30254,-76.62432,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30254,-76.62432,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28056,-76.65796,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.2883,-76.60665,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.22844,-76.59707,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.32089,-76.61309,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.32089,-76.61309,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.28174,-76.64941,ROBBERY - RESIDENCE,5,KNIFE,2,Night,3,Inside,0
39.33603,-76.67541,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29688,-76.62579,ROBBERY - STREET,6,OTHER,3,Night,3,Outside,1
39.26718,-76.64536,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.33879,-76.68476,ROBBERY - STREET,6,OTHER,3,Night,3,Outside,1
39.31502,-76.60378,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29653,-76.57292,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.33611,-76.67544,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.2709,-76.65285,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.27287,-76.6976,AGG. ASSAULT,0,HANDS,1,Morning,2,Inside,0
39.32849,-76.61005,ROBBERY - COMMERCIAL,4,OTHER,3,Morning,2,Inside,0
39.28778,-76.63384,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.29905,-76.63815,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.36579,-76.59183,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29194,-76.68927,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29194,-76.68927,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33106,-76.59539,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.28711,-76.64234,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.28517,-76.64506,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.28833,-76.62225,ROBBERY - COMMERCIAL,4,KNIFE,2,Afternoon,0,Inside,0
39.36535,-76.61126,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.36535,-76.61126,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Outside,1
39.30715,-76.67243,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30715,-76.67243,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.31539,-76.65423,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29395,-76.57911,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.30004,-76.62582,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.3239,-76.58923,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31218,-76.61703,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.2932,-76.60817,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.2932,-76.60817,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.35746,-76.55703,AGG. ASSAULT,0,OTHER,3,Night,3,Inside,0
39.28973,-76.60963,AGG. ASSAULT,0,OTHER,3,Night,3,Inside,0
39.33605,-76.67998,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28291,-76.53832,RAPE,2,OTHER,3,Night,3,Outside,1
39.24697,-76.62896,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.34295,-76.59457,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32307,-76.61952,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.32037,-76.59164,ROBBERY - STREET,6,FIREARM,0,Night,3,Inside,0
39.37068,-76.56501,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30051,-76.62833,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30262,-76.66824,AGG. ASSAULT,0,FIREARM,0,Night,3,Inside,0
39.28751,-76.67235,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.26394,-76.65103,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29858,-76.62437,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29858,-76.62437,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30334,-76.54267,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.32705,-76.6813,ROBBERY - COMMERCIAL,4,FIREARM,0,Morning,2,Inside,0
39.31169,-76.63696,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.23062,-76.59773,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29805,-76.61056,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31859,-76.54609,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29503,-76.53345,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29254,-76.6135,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29877,-76.62879,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29503,-76.53345,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28558,-76.63737,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34552,-76.56717,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29321,-76.59046,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.27471,-76.61593,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.34594,-76.66242,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.30018,-76.60697,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31029,-76.6378,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28448,-76.64084,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.31963,-76.55428,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30526,-76.6665,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.35748,-76.69167,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.27979,-76.69041,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.27979,-76.69041,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.33618,-76.59793,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29128,-76.64642,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.27998,-76.53617,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.32137,-76.55265,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.30124,-76.61067,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.28329,-76.59963,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.29529,-76.59129,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.23675,-76.61324,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.33854,-76.61203,ROBBERY - RESIDENCE,5,FIREARM,0,Night,3,Inside,0
39.27228,-76.61522,AGG. ASSAULT,0,OTHER,3,Night,3,Inside,0
39.27236,-76.63019,ROBBERY - COMMERCIAL,4,FIREARM,0,Night,3,Inside,0
39.3005,-76.59778,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.27408,-76.62769,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.2895,-76.56255,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28056,-76.65529,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.31651,-76.57556,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.30841,-76.64406,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.31444,-76.59776,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30915,-76.66314,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.36789,-76.64938,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.27408,-76.62769,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.27706,-76.66419,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.31248,-76.58654,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.35574,-76.70303,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.34707,-76.65817,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30038,-76.6863,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28349,-76.68289,RAPE,2,OTHER,3,Evening,1,Inside,0
39.24617,-76.62024,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.32674,-76.57576,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32674,-76.57576,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32877,-76.70332,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.28965,-76.6129,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.35877,-76.70564,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.29433,-76.58477,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30536,-76.64548,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.29621,-76.5697,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.26194,-76.64067,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
41.60167,-76.5556,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.33774,-76.55215,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32136,-76.70634,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32687,-76.60945,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.3221,-76.54811,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.34053,-76.54798,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.28172,-76.63103,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.32025,-76.67719,ROBBERY - STREET,6,FIREARM,0,Night,3,Inside,0
39.31137,-76.58593,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.31396,-76.60362,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.34514,-76.59947,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.34514,-76.59947,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.34019,-76.68295,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.29646,-76.6791,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.31825,-76.60663,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Outside,1
39.29406,-76.61823,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.29365,-76.56879,AGG. ASSAULT,0,FIREARM,0,Night,3,Inside,0
39.36926,-76.54673,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.36926,-76.54673,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.23328,-76.59529,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30972,-76.65152,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.26449,-76.65493,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.32224,-76.68013,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Outside,1
39.33523,-76.67984,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.28867,-76.62118,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31792,-76.61704,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.29375,-76.6068,ROBBERY - STREET,6,KNIFE,2,Morning,2,Outside,1
39.30688,-76.61068,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.27355,-76.67137,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.33354,-76.68324,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.32241,-76.66358,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29506,-76.66758,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.22442,-76.58952,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29418,-76.67338,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.2856,-76.67226,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.2856,-76.67226,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.28355,-76.64236,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30908,-76.64815,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.29254,-76.59954,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29785,-76.63956,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.29902,-76.60618,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.34089,-76.60119,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.35127,-76.5347,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29529,-76.59129,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.25601,-76.66042,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.306,-76.64631,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.24273,-76.62323,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.35662,-76.70316,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.35338,-76.60636,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.35338,-76.60636,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30144,-76.64763,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.30478,-76.58259,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.35323,-76.6341,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.36244,-76.6006,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31081,-76.63872,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.33326,-76.66175,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.3037,-76.59476,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.31951,-76.61422,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.31951,-76.61422,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.29296,-76.5941,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29296,-76.5941,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29296,-76.5941,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28816,-76.67632,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.34302,-76.66916,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34302,-76.66916,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34302,-76.66916,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31007,-76.55828,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30012,-76.65665,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.35731,-76.59361,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.29513,-76.58765,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32045,-76.59849,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.28636,-76.54204,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28636,-76.54204,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.3212,-76.59077,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.3493,-76.67314,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32375,-76.57607,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.34857,-76.67517,AGG. ASSAULT,0,FIREARM,0,Night,3,Outside,1
39.34857,-76.67517,AGG. ASSAULT,0,FIREARM,0,Night,3,Outside,1
39.34857,-76.67517,AGG. ASSAULT,0,FIREARM,0,Night,3,Outside,1
39.28781,-76.60988,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.35761,-76.59364,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Outside,1
39.31725,-76.56194,AGG. ASSAULT,0,FIREARM,0,Night,3,Outside,1
39.29075,-76.60628,AGG. ASSAULT,0,OTHER,3,Night,3,Outside,1
39.32825,-76.67836,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.27871,-76.66349,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Outside,1
39.32643,-76.68264,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.31527,-76.57987,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.3512,-76.69006,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.31344,-76.61514,AGG. ASSAULT,0,OTHER,3,Night,3,Outside,1
39.29187,-76.65012,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28653,-76.61355,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.3379,-76.63626,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.31002,-76.64289,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.30271,-76.62792,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.29157,-76.6211,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.29919,-76.64159,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.34739,-76.67618,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.30543,-76.62822,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28731,-76.67107,RAPE,2,OTHER,3,Morning,2,Inside,0
39.35359,-76.59122,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.32721,-76.58447,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Inside,0
39.31743,-76.617,ROBBERY - COMMERCIAL,4,FIREARM,0,Afternoon,0,Inside,0
39.3085,-76.60975,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34572,-76.59699,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.31332,-76.61802,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33052,-76.63692,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.29234,-76.64465,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30596,-76.63139,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28878,-76.59658,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.32298,-76.57401,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29975,-76.60429,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29989,-76.58677,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.29989,-76.58677,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.30881,-76.64988,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30923,-76.66498,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29739,-76.65951,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.31075,-76.68149,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.30792,-76.58418,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32246,-76.55739,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3217,-76.53752,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31536,-76.61514,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31536,-76.61514,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28822,-76.6751,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34701,-76.68933,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.30883,-76.61471,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29984,-76.64781,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.29919,-76.58673,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.33855,-76.65849,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.28206,-76.57414,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28206,-76.57414,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.26752,-76.65045,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.28424,-76.64587,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.2782,-76.69255,ROBBERY - CARJACKING,3,FIREARM,0,Evening,1,Outside,1
39.27342,-76.6953,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30691,-76.63459,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.2961,-76.5828,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.29512,-76.64916,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.30035,-76.59749,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.34746,-76.68574,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31949,-76.61987,ROBBERY - COMMERCIAL,4,FIREARM,0,Morning,2,Inside,0
39.32333,-76.58788,ROBBERY - STREET,6,KNIFE,2,Morning,2,Outside,1
39.2677,-76.67446,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30688,-76.61068,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30434,-76.6074,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.30271,-76.62792,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.29006,-76.61944,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30888,-76.58708,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28185,-76.58227,ROBBERY - COMMERCIAL,4,OTHER,3,Afternoon,0,Inside,0
39.34852,-76.6899,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29883,-76.61042,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.23366,-76.59615,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.30505,-76.57555,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.29646,-76.60376,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.32476,-76.60231,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.36126,-76.55767,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.25476,-76.65028,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.25476,-76.65028,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.25476,-76.65028,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.33065,-76.53225,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29809,-76.62787,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30011,-76.60369,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.339,-76.66796,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.339,-76.66796,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34241,-76.60438,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3397,-76.69829,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.32428,-76.6717,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31944,-76.61991,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30858,-76.64272,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30858,-76.64272,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.26998,-76.69286,ROBBERY - CARJACKING,3,FIREARM,0,Evening,1,Outside,1
39.32317,-76.58905,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.36746,-76.59317,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.27724,-76.56622,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.27724,-76.56622,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.3271,-76.62735,ROBBERY - COMMERCIAL,4,KNIFE,2,Evening,1,Inside,0
39.27609,-76.60636,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30656,-76.58139,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.2272,-76.58705,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30465,-76.66316,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.30465,-76.66316,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.30889,-76.67268,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.34676,-76.56614,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.35915,-76.70644,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30627,-76.60233,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.33373,-76.60951,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.28933,-76.621,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.33723,-76.67659,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.28938,-76.61967,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.36222,-76.55294,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.34544,-76.55563,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.30413,-76.58118,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.33184,-76.6904,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
