CrimeTime,CrimeCode,Description,Inside/Outside,Weapon,Post,District,Latitude,Longitude,HourBin,Description_encoded,Weapon_encoded,HourBin_encoded,Inside/Outside_encoded,cluster
17.0,4C,AGG. ASSAULT,Outside,OTHER,633.0,NORTHWESTERN,39.3516,-76.68361,Afternoon,0,3,0,1,16
18.0,4E,COMMON ASSAULT,Outside,HANDS,132.0,CENTRAL,39.3013,-76.62335,Evening,1,1,1,1,11
18.0,4E,COMMON ASSAULT,Outside,HANDS,844.0,SOUTHWESTERN,39.2972,-76.68046,Evening,1,1,1,1,11
18.0,4E,COMMON ASSAULT,Inside,HANDS,223.0,SOUTHEASTERN,39.29212,-76.56755,Evening,1,1,1,0,8
18.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,223.0,SOUTHEASTERN,39.29153,-76.56478,Evening,4,0,1,0,40
19.0,4E,COMMON ASSAULT,Inside,HANDS,723.0,WESTERN,39.29837,-76.65872,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31359,-76.60526,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31359,-76.60526,Evening,1,1,1,0,8
20.0,4A,AGG. ASSAULT,Outside,FIREARM,332.0,EASTERN,39.30478,-76.58259,Evening,0,0,1,1,21
20.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,232.0,SOUTHEASTERN,39.28185,-76.58227,Evening,4,0,1,0,40
20.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29282,-76.62114,Evening,1,1,1,1,11
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.28999,-76.58735,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31502,-76.60378,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Inside,HANDS,442.0,NORTHEASTERN,39.32931,-76.56395,Evening,1,1,1,0,8
21.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,113.0,CENTRAL,39.28641,-76.61787,Evening,4,0,1,0,37
22.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30039,-76.64678,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Outside,HANDS,133.0,CENTRAL,39.31691,-76.63663,Evening,1,1,1,1,11
23.0,4E,COMMON ASSAULT,Inside,HANDS,531.0,NORTHERN,39.3314,-76.6351,Evening,1,1,1,0,8
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,932.0,SOUTHERN,39.28139,-76.63534,Evening,6,0,1,1,9
5.0,4A,AGG. ASSAULT,Outside,FIREARM,733.0,WESTERN,39.31071,-76.63737,Night,0,0,3,1,33
12.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29797,-76.64751,Afternoon,1,1,0,0,7
0.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30009,-76.62538,Night,1,1,3,0,0
0.0,4C,AGG. ASSAULT,Outside,OTHER,111.0,CENTRAL,39.28976,-76.61015,Night,0,3,3,1,3
1.0,4E,COMMON ASSAULT,Inside,HANDS,631.0,NORTHWESTERN,39.3628,-76.70039,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,332.0,EASTERN,39.31018,-76.58292,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,941.0,SOUTHERN,39.27408,-76.62769,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,331.0,EASTERN,39.30767,-76.58938,Night,1,1,3,0,0
4.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32754,-76.59186,Night,0,3,3,1,3
4.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32754,-76.59186,Night,0,3,3,1,3
4.0,4C,AGG. ASSAULT,Outside,OTHER,411.0,NORTHEASTERN,39.32754,-76.59186,Night,0,3,3,1,3
13.0,4E,COMMON ASSAULT,Outside,HANDS,614.0,NORTHWESTERN,39.34839,-76.67062,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Outside,HANDS,423.0,NORTHEASTERN,39.35834,-76.5624,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,131.0,CENTRAL,39.30606,-76.63364,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Outside,HANDS,411.0,NORTHEASTERN,39.32423,-76.58692,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Inside,HANDS,233.0,SOUTHEASTERN,39.27985,-76.5456,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,932.0,SOUTHERN,39.28288,-76.6326,Afternoon,1,1,0,0,7
18.0,4E,COMMON ASSAULT,Inside,HANDS,833.0,SOUTHWESTERN,39.27888,-76.68543,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,312.0,EASTERN,39.3002,-76.6056,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Outside,HANDS,222.0,SOUTHEASTERN,39.29107,-76.57108,Evening,1,1,1,1,11
20.0,4E,COMMON ASSAULT,Inside,HANDS,943.0,SOUTHERN,39.26882,-76.58916,Evening,1,1,1,0,8
20.0,4C,AGG. ASSAULT,Inside,OTHER,842.0,SOUTHWESTERN,39.28114,-76.66303,Evening,0,3,1,0,18
20.0,4E,COMMON ASSAULT,Inside,HANDS,712.0,WESTERN,39.29177,-76.63319,Evening,1,1,1,0,8
20.0,4C,AGG. ASSAULT,Inside,OTHER,841.0,SOUTHWESTERN,39.28126,-76.65319,Evening,0,3,1,0,18
21.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,312.0,EASTERN,39.29883,-76.61042,Evening,4,0,1,0,37
21.0,4E,COMMON ASSAULT,Outside,HANDS,641.0,NORTHWESTERN,39.31528,-76.67205,Evening,1,1,1,1,11
22.0,4B,AGG. ASSAULT,Inside,KNIFE,844.0,SOUTHWESTERN,39.29876,-76.68149,Evening,0,2,1,0,12
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,934.0,SOUTHERN,39.28737,-76.64531,Evening,6,0,1,1,9
23.0,4A,AGG. ASSAULT,Outside,FIREARM,212.0,SOUTHEASTERN,39.28888,-76.58525,Evening,0,0,1,1,21
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.28888,-76.58525,Evening,6,0,1,1,9
23.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30428,-76.63568,Evening,1,1,1,0,8
23.0,4C,AGG. ASSAULT,Inside,OTHER,444.0,NORTHEASTERN,39.33866,-76.54523,Evening,0,3,1,0,18
0.0,4E,COMMON ASSAULT,Inside,HANDS,934.0,SOUTHERN,39.2859,-76.6451,Night,1,1,3,0,0
0.0,4E,COMMON ASSAULT,Inside,HANDS,233.0,SOUTHEASTERN,39.28561,-76.56604,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,222.0,SOUTHEASTERN,39.29211,-76.57981,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Outside,HANDS,934.0,SOUTHERN,39.28625,-76.6456,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Inside,HANDS,233.0,SOUTHEASTERN,39.27964,-76.55453,Night,1,1,3,0,0
3.0,3GF,ROBBERY - COMMERCIAL,Inside,FIREARM,312.0,EASTERN,39.29883,-76.61042,Night,4,0,3,0,51
6.0,4E,COMMON ASSAULT,Inside,HANDS,941.0,SOUTHERN,39.27408,-76.62769,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,132.0,CENTRAL,39.30278,-76.62655,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22367,-76.58919,Morning,1,1,2,0,1
11.0,4C,AGG. ASSAULT,Outside,OTHER,212.0,SOUTHEASTERN,39.29021,-76.59374,Morning,0,3,2,1,25
12.0,4E,COMMON ASSAULT,Inside,HANDS,932.0,SOUTHERN,39.28129,-76.63248,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.3215,-76.54052,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.304,-76.63527,Afternoon,1,1,0,0,7
14.0,4A,AGG. ASSAULT,Outside,FIREARM,342.0,EASTERN,39.31279,-76.60418,Afternoon,0,0,0,1,31
14.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.29928,-76.59909,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,522.0,NORTHERN,39.36482,-76.59377,Afternoon,1,1,0,0,7
16.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,312.0,EASTERN,39.29883,-76.61042,Afternoon,4,0,0,0,59
17.0,4E,COMMON ASSAULT,Outside,HANDS,112.0,SOUTHERN,39.28174,-76.61279,Afternoon,1,1,0,1,5
18.0,4C,AGG. ASSAULT,Outside,OTHER,633.0,NORTHWESTERN,39.34673,-76.68385,Evening,0,3,1,1,10
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,221.0,SOUTHEASTERN,39.29702,-76.57939,Evening,6,0,1,1,9
18.0,4A,AGG. ASSAULT,Outside,FIREARM,731.0,WESTERN,39.31116,-76.65423,Evening,0,0,1,1,21
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,931.0,SOUTHERN,39.28655,-76.63665,Evening,6,0,1,1,9
18.0,4E,COMMON ASSAULT,Inside,HANDS,833.0,SOUTHWESTERN,39.27744,-76.69038,Evening,1,1,1,0,8
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,323.0,EASTERN,39.29884,-76.5823,Evening,6,0,1,1,9
19.0,4E,COMMON ASSAULT,Inside,HANDS,844.0,SOUTHWESTERN,39.29661,-76.67857,Evening,1,1,1,0,8
19.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,224.0,SOUTHEASTERN,39.29505,-76.56962,Evening,4,0,1,0,40
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,512.0,NORTHERN,39.32355,-76.61326,Evening,6,0,1,1,9
19.0,4C,AGG. ASSAULT,Outside,OTHER,841.0,SOUTHWESTERN,39.28181,-76.65115,Evening,0,3,1,1,10
20.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32196,-76.57222,Evening,1,1,1,0,8
20.0,4C,AGG. ASSAULT,Outside,OTHER,922.0,SOUTHERN,39.24193,-76.62766,Evening,0,3,1,1,10
20.0,4E,COMMON ASSAULT,Inside,HANDS,533.0,NORTHWESTERN,39.33869,-76.66364,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Inside,HANDS,312.0,EASTERN,39.29925,-76.60469,Evening,1,1,1,0,8
21.0,4B,AGG. ASSAULT,Inside,KNIFE,741.0,WESTERN,39.30872,-76.65068,Evening,0,2,1,0,12
21.0,4D,AGG. ASSAULT,Outside,HANDS,123.0,CENTRAL,39.30235,-76.62903,Evening,0,1,1,1,47
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,623.0,NORTHWESTERN,39.3397,-76.69829,Evening,6,0,1,1,9
23.0,4E,COMMON ASSAULT,Outside,HANDS,213.0,SOUTHEASTERN,39.28186,-76.59261,Evening,1,1,1,1,11
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,441.0,NORTHEASTERN,39.33085,-76.53293,Evening,6,0,1,1,9
1.0,4B,AGG. ASSAULT,Inside,KNIFE,323.0,EASTERN,39.30044,-76.58449,Night,0,2,3,0,36
1.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31527,-76.59278,Night,1,1,3,0,0
2.0,4C,AGG. ASSAULT,Outside,OTHER,213.0,SOUTHEASTERN,39.28121,-76.5944,Night,0,3,3,1,3
8.0,4C,AGG. ASSAULT,Outside,OTHER,941.0,SOUTHERN,39.28249,-76.61471,Morning,0,3,2,1,25
11.0,4E,COMMON ASSAULT,Inside,HANDS,933.0,SOUTHERN,39.28631,-76.64416,Morning,1,1,2,0,1
11.0,4C,AGG. ASSAULT,Inside,OTHER,933.0,SOUTHERN,39.28596,-76.63857,Morning,0,3,2,0,15
11.0,4E,COMMON ASSAULT,Inside,HANDS,241.0,NORTHEASTERN,39.30334,-76.54267,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.36746,-76.57166,Afternoon,1,1,0,0,7
12.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.2537,-76.62033,Afternoon,1,1,0,0,7
12.0,4E,COMMON ASSAULT,Outside,HANDS,814.0,SOUTHWESTERN,39.29803,-76.66614,Afternoon,1,1,0,1,5
12.0,4E,COMMON ASSAULT,Outside,HANDS,814.0,SOUTHWESTERN,39.29803,-76.66614,Afternoon,1,1,0,1,5
13.0,4E,COMMON ASSAULT,Inside,HANDS,543.0,NORTHERN,39.33443,-76.60472,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.31779,-76.56449,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Outside,HANDS,531.0,NORTHERN,39.33226,-76.63983,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Outside,HANDS,842.0,SOUTHWESTERN,39.28572,-76.65521,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,721.0,WESTERN,39.29854,-76.66288,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,241.0,NORTHEASTERN,39.30392,-76.54074,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.22768,-76.5988,Afternoon,1,1,0,0,7
16.0,4B,AGG. ASSAULT,Outside,KNIFE,331.0,EASTERN,39.30935,-76.5844,Afternoon,0,2,0,1,29
17.0,4B,AGG. ASSAULT,Inside,KNIFE,532.0,NORTHERN,39.35176,-76.669,Afternoon,0,2,0,0,84
19.0,4E,COMMON ASSAULT,Outside,HANDS,713.0,WESTERN,39.29426,-76.63712,Evening,1,1,1,1,11
19.0,4E,COMMON ASSAULT,Inside,HANDS,331.0,EASTERN,39.31113,-76.58576,Evening,1,1,1,0,8
19.0,4C,AGG. ASSAULT,Outside,OTHER,141.0,NORTHERN,39.31218,-76.61703,Evening,0,3,1,1,10
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,425.0,NORTHEASTERN,39.35215,-76.56022,Evening,6,0,1,1,9
21.0,4B,AGG. ASSAULT,Outside,KNIFE,513.0,NORTHERN,39.32282,-76.61088,Evening,0,2,1,1,17
22.0,4E,COMMON ASSAULT,Inside,HANDS,321.0,EASTERN,39.29529,-76.59129,Evening,1,1,1,0,8
22.0,4D,AGG. ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31509,-76.63845,Evening,0,1,1,0,19
23.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.31953,-76.56271,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.33136,-76.55449,Evening,1,1,1,0,8
23.0,4C,AGG. ASSAULT,Inside,OTHER,132.0,CENTRAL,39.30343,-76.62265,Evening,0,3,1,0,18
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,542.0,NORTHERN,39.34074,-76.60115,Evening,6,0,1,1,9
9.0,4B,AGG. ASSAULT,Inside,KNIFE,331.0,EASTERN,39.30711,-76.58714,Morning,0,2,2,0,44
10.0,4E,COMMON ASSAULT,Inside,HANDS,531.0,NORTHERN,39.33052,-76.63692,Morning,1,1,2,0,1
1.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,WESTERN,39.29856,-76.63414,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,332.0,EASTERN,39.30728,-76.58136,Night,1,1,3,0,0
6.0,4E,COMMON ASSAULT,Inside,HANDS,242.0,SOUTHEASTERN,39.28664,-76.55215,Morning,1,1,2,0,1
7.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29454,-76.64644,Morning,1,1,2,0,1
7.0,4E,COMMON ASSAULT,Outside,HANDS,911.0,SOUTHERN,39.22969,-76.59149,Morning,1,1,2,1,58
12.0,4E,COMMON ASSAULT,Inside,HANDS,321.0,EASTERN,39.2992,-76.58666,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Outside,HANDS,514.0,NORTHERN,39.31374,-76.61263,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,112.0,CENTRAL,39.28071,-76.61104,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,121.0,CENTRAL,39.29375,-76.62337,Afternoon,1,1,0,0,7
17.0,4A,AGG. ASSAULT,Outside,FIREARM,221.0,SOUTHEASTERN,39.298,-76.57661,Afternoon,0,0,0,1,31
18.0,4C,AGG. ASSAULT,Inside,OTHER,613.0,NORTHWESTERN,39.34396,-76.68247,Evening,0,3,1,0,18
18.0,4E,COMMON ASSAULT,Outside,HANDS,424.0,NORTHEASTERN,39.35673,-76.55765,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Inside,HANDS,633.0,NORTHWESTERN,39.35196,-76.67961,Evening,1,1,1,0,8
21.0,4C,AGG. ASSAULT,Outside,OTHER,434.0,NORTHEASTERN,39.31932,-76.57514,Evening,0,3,1,1,10
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,411.0,NORTHEASTERN,39.32612,-76.5907,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,411.0,NORTHEASTERN,39.32612,-76.5907,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Inside,HANDS,811.0,SOUTHWESTERN,39.31217,-76.67023,Evening,1,1,1,0,8
22.0,4E,COMMON ASSAULT,Inside,HANDS,121.0,CENTRAL,39.29283,-76.62761,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.36877,-76.56295,Evening,1,1,1,0,8
5.0,4E,COMMON ASSAULT,Inside,HANDS,512.0,NORTHERN,39.32494,-76.61334,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.24822,-76.62833,Morning,1,1,2,0,1
8.0,3AF,ROBBERY - STREET,Outside,FIREARM,141.0,CENTRAL,39.31121,-76.61644,Morning,6,0,2,1,14
8.0,4C,AGG. ASSAULT,Inside,OTHER,434.0,NORTHEASTERN,39.31727,-76.57198,Morning,0,3,2,0,15
10.0,4E,COMMON ASSAULT,Inside,HANDS,723.0,WESTERN,39.3006,-76.65822,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,242.0,SOUTHEASTERN,39.28706,-76.55422,Morning,1,1,2,0,1
11.0,3AF,ROBBERY - STREET,Outside,FIREARM,343.0,EASTERN,39.30414,-76.60206,Morning,6,0,2,1,14
12.0,4B,AGG. ASSAULT,Outside,KNIFE,332.0,EASTERN,39.3098,-76.57309,Afternoon,0,2,0,1,29
12.0,4A,AGG. ASSAULT,Outside,FIREARM,343.0,EASTERN,39.30978,-76.6028,Afternoon,0,0,0,1,31
13.0,4E,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,39.29375,-76.6136,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.31539,-76.65423,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Outside,HANDS,141.0,CENTRAL,39.30247,-76.61428,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.37051,-76.56705,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,643.0,NORTHWESTERN,39.33105,-76.668,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,431.0,NORTHEASTERN,39.32703,-76.58457,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,431.0,NORTHEASTERN,39.32703,-76.58457,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,426.0,NORTHEASTERN,39.34717,-76.56585,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29122,-76.61237,Afternoon,1,1,0,1,5
16.0,3AF,ROBBERY - STREET,Outside,FIREARM,511.0,NORTHERN,39.32113,-76.62221,Afternoon,6,0,0,1,6
16.0,3AF,ROBBERY - STREET,Outside,FIREARM,511.0,NORTHERN,39.32113,-76.62221,Afternoon,6,0,0,1,6
17.0,4E,COMMON ASSAULT,Inside,HANDS,831.0,SOUTHWESTERN,39.26474,-76.64923,Afternoon,1,1,0,0,7
18.0,3NF,ROBBERY - STREET,Outside,FIREARM,844.0,SOUTHWESTERN,39.29546,-76.67637,Evening,6,0,1,1,9
18.0,4E,COMMON ASSAULT,Outside,HANDS,622.0,NORTHWESTERN,39.33051,-76.70411,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Inside,HANDS,425.0,NORTHEASTERN,39.3464,-76.54151,Evening,1,1,1,0,8
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,342.0,EASTERN,39.31466,-76.59475,Evening,6,0,1,1,9
23.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28832,-76.61213,Evening,1,1,1,1,11
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,132.0,CENTRAL,39.30254,-76.62432,Evening,6,0,1,1,9
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,132.0,CENTRAL,39.30254,-76.62432,Evening,6,0,1,1,9
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,132.0,CENTRAL,39.30254,-76.62432,Evening,6,0,1,1,9
22.0,4D,AGG. ASSAULT,Inside,HANDS,841.0,SOUTHWESTERN,39.28056,-76.65796,Evening,0,1,1,0,19
22.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.2883,-76.60665,Evening,1,1,1,1,11
23.0,4B,AGG. ASSAULT,Inside,KNIFE,913.0,SOUTHERN,39.22844,-76.59707,Evening,0,2,1,0,50
23.0,3AK,ROBBERY - STREET,Outside,KNIFE,512.0,NORTHERN,39.32089,-76.61309,Evening,6,2,1,1,27
23.0,3AK,ROBBERY - STREET,Outside,KNIFE,512.0,NORTHERN,39.32089,-76.61309,Evening,6,2,1,1,27
2.0,4E,COMMON ASSAULT,Inside,HANDS,643.0,NORTHWESTERN,39.33603,-76.67541,Night,1,1,3,0,0
3.0,3AO,ROBBERY - STREET,Outside,OTHER,143.0,CENTRAL,39.29688,-76.62579,Night,6,3,3,1,69
3.0,4E,COMMON ASSAULT,Inside,HANDS,921.0,SOUTHWESTERN,39.26718,-76.64536,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31502,-76.60378,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,224.0,SOUTHEASTERN,39.29653,-76.57292,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Outside,HANDS,931.0,SOUTHERN,39.28778,-76.63384,Morning,1,1,2,1,13
11.0,4E,COMMON ASSAULT,Inside,HANDS,713.0,WESTERN,39.29905,-76.63815,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,414.0,NORTHEASTERN,39.36579,-76.59183,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,843.0,SOUTHWESTERN,39.29194,-76.68927,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,843.0,SOUTHWESTERN,39.29194,-76.68927,Afternoon,1,1,0,0,7
15.0,4C,AGG. ASSAULT,Outside,OTHER,933.0,SOUTHERN,39.28711,-76.64234,Afternoon,0,3,0,1,16
16.0,4B,AGG. ASSAULT,Outside,KNIFE,934.0,SOUTHERN,39.28517,-76.64506,Afternoon,0,2,0,1,29
18.0,4E,COMMON ASSAULT,Outside,HANDS,813.0,SOUTHWESTERN,39.30715,-76.67243,Evening,1,1,1,1,11
18.0,4C,AGG. ASSAULT,Outside,OTHER,813.0,SOUTHWESTERN,39.30715,-76.67243,Evening,0,3,1,1,10
19.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.31539,-76.65423,Evening,1,1,1,0,8
19.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,222.0,SOUTHEASTERN,39.29395,-76.57911,Evening,4,0,1,0,40
19.0,4C,AGG. ASSAULT,Inside,OTHER,123.0,CENTRAL,39.30004,-76.62582,Evening,0,3,1,0,18
20.0,4C,AGG. ASSAULT,Inside,OTHER,411.0,NORTHEASTERN,39.3239,-76.58923,Evening,0,3,1,0,18
20.0,4E,COMMON ASSAULT,Outside,HANDS,141.0,NORTHERN,39.31218,-76.61703,Evening,1,1,1,1,11
16.0,4C,AGG. ASSAULT,Outside,OTHER,312.0,EASTERN,39.2932,-76.60817,Afternoon,0,3,0,1,16
16.0,4C,AGG. ASSAULT,Outside,OTHER,312.0,EASTERN,39.2932,-76.60817,Afternoon,0,3,0,1,16
0.0,4C,AGG. ASSAULT,Inside,OTHER,111.0,CENTRAL,39.28973,-76.60963,Night,0,3,3,0,32
0.0,4E,COMMON ASSAULT,Inside,HANDS,642.0,NORTHWESTERN,39.33605,-76.67998,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.24697,-76.62896,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,413.0,NORTHEASTERN,39.34295,-76.59457,Night,1,1,3,0,0
2.0,3AF,ROBBERY - STREET,Outside,FIREARM,512.0,NORTHERN,39.32307,-76.61952,Night,6,0,3,1,2
3.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.37068,-76.56501,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30051,-76.62833,Night,1,1,3,0,0
8.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28751,-76.67235,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,831.0,SOUTHWESTERN,39.26394,-76.65103,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,121.0,CENTRAL,39.29858,-76.62437,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,121.0,CENTRAL,39.29858,-76.62437,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,241.0,NORTHEASTERN,39.30334,-76.54267,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Outside,HANDS,133.0,CENTRAL,39.31169,-76.63696,Morning,1,1,2,1,13
11.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23062,-76.59773,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,312.0,EASTERN,39.29805,-76.61056,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.31859,-76.54609,Afternoon,1,1,0,0,7
12.0,4E,COMMON ASSAULT,Inside,HANDS,241.0,SOUTHEASTERN,39.29503,-76.53345,Afternoon,1,1,0,0,7
